iter	Passed	Remaining
464	759	873
465	760	871
466	761	869
467	762	867
468	764	865
469	765	863
470	766	861
471	767	859
472	769	856
473	770	855
474	771	853
475	773	851
476	774	848
477	775	846
478	776	844
479	777	842
480	779	840
481	780	838
482	781	836
483	782	834
484	784	832
485	785	830
486	786	828
487	787	826
488	789	824
489	790	822
490	791	820
491	793	818
492	794	816
493	795	814
494	796	812
495	798	810
496	799	808
497	800	806
498	801	804
499	802	802
500	804	801
501	805	799
502	806	797
503	808	795
504	809	793
505	810	791
506	811	789
507	813	787
508	814	785
509	815	783
510	816	781
511	817	779
512	819	777
513	820	775
514	821	773
515	822	771
516	824	769
517	825	767
518	826	766
519	827	764
520	829	762
521	830	760
522	831	758
523	832	756
524	834	754
525	835	752
526	836	750
527	837	748
528	839	747
529	840	745
530	841	743
531	842	741
532	844	739
533	845	737
534	846	735
535	847	733
536	849	732
537	850	730
538	851	728
539	852	726
540	853	724
541	855	722
542	856	720
543	857	718
544	858	717
545	860	715
546	861	713
547	862	711
548	863	709
549	865	707
550	866	705
551	867	704
552	868	702
553	870	700
554	871	698
555	872	696
556	874	695
557	875	693
558	876	691
559	877	689
560	878	687
561	880	686
562	881	684
563	883	683
564	884	681
565	886	679
566	887	677
567	888	675
568	889	674
569	891	672
570	892	670
571	893	668
572	895	666
573	896	665
574	897	663
575	898	661
576	899	659
577	901	657
578	902	656
579	903	654
580	904	652
581	906	650
582	907	648
583	908	647
584	909	645
585	911	643
586	912	641
587	913	640
588	914	638
589	916	636
590	917	634
591	918	633
592	919	631
593	920	629
594	922	627
595	923	625
596	924	624
597	925	622
598	927	620
599	928	618
600	929	617
601	930	615
602	932	613
603	933	611
604	934	610
605	935	608
606	937	606
607	938	604
608	939	603
609	940	601
610	941	599
611	943	597
612	944	596
613	945	594
614	946	592
615	948	590
616	949	589
617	951	588
618	952	586
619	954	584
620	955	583
621	956	581
622	957	579
623	959	577
624	960	576
625	961	574
626	962	572
627	964	571
628	965	569
629	966	567
630	967	566
631	969	564
632	970	562
633	971	560
634	972	559
635	974	557
636	975	555
637	976	554
638	978	552
639	979	550
640	980	549
641	981	547
642	982	545
643	984	544
644	985	542
645	986	540
646	987	538
647	989	537
648	990	535
649	991	533
650	992	532
651	994	530
652	995	528
653	996	527
654	997	525
655	999	523
656	1000	522
657	1001	520
658	1002	518
659	1003	517
660	1005	515
661	1006	513
662	1007	512
663	1008	510
664	1010	508
665	1011	507
666	1012	505
667	1013	503
668	1015	502
669	1016	500
670	1017	498
671	1018	497
672	1020	495
673	1021	494
674	1022	492
675	1023	490
676	1025	489
677	1026	487
678	1027	485
679	1028	484
680	1030	482
681	1031	480
682	1032	479
683	1034	477
684	1035	476
685	1036	474
686	1037	472
687	1038	471
688	1040	469
689	1041	467
690	1042	466
691	1044	464
692	1045	463
693	1046	461
694	1047	459
695	1049	458
696	1050	456
697	1051	454
698	1052	453
699	1053	451
700	1055	450
701	1056	448
702	1057	446
703	1059	445
704	1060	443
705	1061	442
706	1062	440
707	1064	438
708	1065	437
709	1066	435
710	1068	434
711	1069	432
712	1070	430
713	1071	429
714	1073	427
715	1074	426
716	1076	424
717	1077	423
718	1078	421
719	1080	420
720	1081	418
721	1082	416
722	1084	415
723	1085	413
724	1086	412
725	1087	410
726	1089	409
727	1090	407
728	1091	405
729	1093	404
730	1094	402
731	1095	401
732	1096	399
733	1098	397
734	1099	396
735	1100	394
736	1101	393
737	1103	391
738	1104	390
739	1105	388
740	1106	386
741	1108	385
742	1109	383
743	1110	382
744	1111	380
745	1113	378
746	1114	377
747	1115	375
748	1117	374
749	1119	373
750	1121	371
751	1123	370
752	1125	369
753	1127	367
754	1128	366
755	1129	364
756	1131	363
757	1132	361
758	1133	359
759	1134	358
760	1136	356
761	1137	355
762	1138	353
763	1140	352
764	1141	350
765	1142	349
766	1143	347
767	1145	345
768	1146	344
769	1147	342
770	1148	341
771	1150	339
772	1151	338
773	1152	336
774	1154	335
775	1155	333
776	1156	331
777	1157	330
778	1159	328
779	1160	327
780	1161	325
781	1162	324
782	1164	322
783	1165	321
784	1166	319
785	1168	318
786	1169	316
787	1170	314
788	1171	313
789	1172	311
790	1174	310
791	1175	308
792	1176	307
793	1178	305
794	1179	304
795	1180	302
796	1181	301
797	1183	299
798	1184	297
799	1185	296
800	1187	294
801	1188	293
802	1189	291
803	1190	290
804	1192	288
805	1193	287
806	1194	285
807	1195	284
808	1197	282
809	1198	281
810	1199	279
811	1200	278
812	1202	276
813	1203	274
814	1204	273
815	1206	271
816	1207	270
817	1208	268
818	1209	267
819	1210	265
820	1212	264
821	1213	262
822	1214	261
823	1215	259
824	1217	258
825	1218	256
826	1219	255
827	1220	253
828	1222	252
829	1223	250
830	1225	249
831	1226	247
832	1227	246
833	1228	244
834	1230	243
835	1231	241
836	1232	240
837	1233	238
838	1235	237
839	1236	235
840	1237	233
841	1238	232
842	1240	230
843	1241	229
844	1243	228
845	1244	226
846	1245	225
847	1246	223
848	1248	221
849	1249	220
850	1250	218
851	1251	217
852	1253	215
853	1254	214
854	1255	212
855	1256	211
856	1258	209
857	1259	208
858	1260	206
859	1261	205
860	1263	203
861	1264	202
862	1265	200
863	1267	199
864	1268	197
865	1269	196
866	1270	194
867	1272	193
868	1273	191
869	1274	190
870	1275	188
871	1277	187
872	1278	185
873	1279	184
874	1280	182
875	1282	181
876	1283	180
877	1284	178
878	1285	177
879	1287	175
880	1288	174
881	1289	172
882	1290	171
883	1292	169
884	1293	168
885	1294	166
886	1296	165
887	1297	163
888	1299	162
889	1300	160
890	1302	159
891	1303	157
892	1304	156
893	1305	154
894	1307	153
895	1308	151
896	1309	150
897	1311	148
898	1312	147
899	1313	145
900	1314	144
901	1315	142
902	1317	141
903	1318	140
904	1319	138
905	1320	137
906	1322	135
907	1323	134
908	1324	132
909	1325	131
910	1327	129
911	1328	128
912	1329	126
913	1330	125
914	1332	123
915	1333	122
916	1334	120
917	1336	119
918	1337	117
919	1338	116
920	1340	114
921	1341	113
922	1342	112
923	1343	110
924	1345	109
925	1346	107
926	1347	106
927	1349	104
928	1350	103
929	1351	101
930	1352	100
931	1354	98
932	1355	97
933	1356	95
934	1357	94
935	1359	92
936	1360	91
937	1362	90
938	1363	88
939	1364	87
940	1365	85
941	1367	84
942	1368	82
943	1369	81
944	1371	79
945	1372	78
946	1373	76
947	1375	75
948	1377	74
949	1378	72
950	1379	71
951	1381	69
952	1382	68
953	1383	66
954	1385	65
955	1386	63
956	1387	62
957	1388	60
958	1390	59
959	1391	57
960	1392	56
961	1393	55
962	1395	53
963	1396	52
964	1397	50
965	1398	49
966	1400	47
967	1401	46
968	1402	44
969	1403	43
970	1405	41
971	1406	40
972	1407	39
973	1408	37
974	1410	36
975	1411	34
976	1412	33
977	1413	31
978	1415	30
979	1416	28
980	1417	27
981	1419	26
982	1420	24
983	1421	23
984	1423	21
985	1425	20
986	1426	18
987	1427	17
988	1429	15
989	1430	14
990	1431	13
991	1432	11
992	1434	10
993	1435	8
994	1436	7
995	1437	5
996	1439	4
997	1440	2
998	1441	1
999	1443	0
