iter	Passed	Remaining
866	1852	284
867	1853	281
868	1854	279
869	1856	277
870	1857	275
871	1858	272
872	1859	270
873	1861	268
874	1862	266
875	1863	263
876	1865	261
877	1868	259
878	1869	257
879	1870	255
880	1872	252
881	1873	250
882	1874	248
883	1875	246
884	1876	243
885	1877	241
886	1881	239
887	1883	237
888	1885	235
889	1886	233
890	1888	230
891	1889	228
892	1891	226
893	1893	224
894	1895	222
895	1898	220
896	1900	218
897	1901	215
898	1902	213
899	1903	211
900	1904	209
901	1905	207
902	1906	204
903	1908	202
904	1911	200
905	1913	198
906	1915	196
907	1916	194
908	1917	191
909	1918	189
910	1919	187
911	1921	185
912	1922	183
913	1923	181
914	1926	179
915	1929	176
916	1930	174
917	1932	172
918	1933	170
919	1934	168
920	1935	166
921	1936	163
922	1937	161
923	1939	159
924	1942	157
925	1944	155
926	1945	153
927	1947	151
928	1948	148
929	1949	146
930	1950	144
931	1952	142
932	1953	140
933	1954	138
934	1957	136
935	1959	133
936	1961	131
937	1962	129
938	1963	127
939	1964	125
940	1965	123
941	1967	121
942	1968	118
943	1969	116
944	1972	114
945	1975	112
946	1977	110
947	1979	108
948	1981	106
949	1983	104
950	1984	102
951	1992	100
952	1996	98
953	1998	96
954	1999	94
955	2001	92
956	2009	90
957	2011	88
958	2013	86
959	2014	83
960	2015	81
961	2022	79
962	2030	78
963	2042	76
964	2046	74
965	2050	72
966	2054	70
967	2056	67
968	2059	65
969	2062	63
970	2070	61
971	2072	59
972	2074	57
973	2076	55
974	2077	53
975	2079	51
976	2082	49
977	2085	46
978	2087	44
979	2090	42
980	2097	40
981	2100	38
982	2105	36
983	2109	34
984	2112	32
985	2116	30
986	2118	27
987	2123	25
988	2127	23
989	2129	21
990	2132	19
991	2135	17
992	2142	15
993	2144	12
994	2147	10
995	2150	8
996	2155	6
997	2157	4
998	2158	2
999	2162	0
